Company,Company_norm,Best_HDP2_topic0,Best_HDP2_topic1,Best_HDP2_topic2,Best_HDP2_topic3,Best_HDP2_topic4,Best_HDP2_topic5,Best_HDP2_topic6,Best_HDP2_topic7,Best_HDP2_topic8,Best_HDP2_topic9,Best_HDP2_topic10,Best_HDP2_topic11,Best_HDP2_topic12,Best_HDP2_topic13,Best_HDP2_topic14,Best_HDP2_topic15,Best_HDP2_topic16,Best_HDP2_topic17,Best_HDP2_topic18,Best_HDP2_topic19,Best_HDP2_topic20,Best_HDP2_topic21,Best_HDP2_topic22,Best_HDP2_topic23,Best_HDP2_topic24,Best_HDP2_topic25,Best_HDP2_topic26,Best_HDP2_topic27,Best_HDP2_topic28,Best_HDP2_topic29,Best_HDP2_topic30,Best_HDP2_topic31,Best_HDP2_topic32,Best_HDP2_topic33,Best_HDP2_topic34,Best_HDP2_topic35,Best_HDP2_topic36,Best_HDP2_topic37,Best_HDP2_topic38,Best_HDP2_topic39,Best_HDP2_topic40,Best_HDP2_topic41,Best_HDP2_topic42,Best_HDP2_topic43,Best_HDP2_topic44,Best_HDP2_topic45,Best_HDP2_topic46,Best_HDP2_topic47,Best_HDP2_topic48,Best_HDP2_topic49,Best_HDP2_topic50,Best_HDP2_topic51,Best_HDP2_topic52,Best_HDP2_topic53,Best_HDP2_topic54,Best_HDP2_topic55,Best_HDP2_topic56,Best_HDP2_topic57,Best_HDP2_topic58,Best_HDP2_topic59,Best_HDP2_topic60,Best_HDP2_topic61,Best_HDP2_topic62,Best_HDP2_topic63,Best_HDP2_topic64,Best_HDP2_topic65,Best_HDP2_topic66,Best_HDP2_topic67,Best_HDP2_topic68,Best_HDP2_topic69,Best_HDP2_topic70,Best_HDP2_topic71,Best_HDP2_topic72,Best_HDP2_topic73,Best_HDP2_topic74,Best_HDP2_topic75,Best_HDP2_topic76,Best_HDP2_topic77,Best_HDP2_topic78,Best_HDP2_topic79,Best_HDP2_topic80,Best_HDP2_topic81,Best_HDP2_topic82,Best_HDP2_topic83,Best_HDP2_topic84,Best_HDP2_topic85,Best_HDP2_topic86,Best_HDP2_topic87,Best_HDP2_topic88,Best_HDP2_topic89,Best_HDP2_topic90,Best_HDP2_topic91,Best_HDP2_topic92,Best_HDP2_topic93,Best_HDP2_topic94,Best_HDP2_topic95,Best_HDP2_topic96,Best_HDP2_topic97,Best_HDP2_topic98,Best_HDP2_topic99
Data General,data general,0.6697966138960967,0.0009680002433471478,0.00038211420524834455,0.00023150664999584654,0.00013209819684896305,9.298519912906203e-05,7.274618526128606e-05,0.0001014634268654907,5.7331796528062574e-05,5.4808737480403915e-05,7.398618263797766e-05,4.830962080238412e-05,8.303926947118315e-05,0.11376610672334442,7.115693183208278e-05,5.453812777805236e-05,5.876788241297716e-05,7.007273839584676e-05,5.947635192936138e-05,3.410423345173303e-05,2.7194170016591118e-05,4.243441482795833e-05,3.7108779111299535e-05,2.9152640146668805e-05,2.9524847672560837e-05,2.415390781796161e-05,2.08622529320193e-05,4.0155744773234015e-05,2.4417726052964716e-05,3.229042290579654e-05,4.5485214872957056e-05,1.8156615460234355e-05,1.0419767513873535e-05,3.076386277483361e-05,1.4648541766285516e-05,2.3337725553626064e-05,4.0536553037608573e-05,1.666697872076762e-05,1.9526927448312243e-05,1.40812390251453e-05,4.360074202046141e-05,1.4014324736030206e-05,1.913346446669073e-05,2.3489525062883185e-05,1.3323167717498592e-05,2.5242362094269956e-05,1.446959754766527e-05,1.5237385602494435e-05,1.2021199641564516e-05,1.4461947629586335e-05,6.911576109562233e-06,1.4935873935367074e-05,1.5678412893147483e-05,9.52570306389674e-06,1.4017719621203592e-05,1.991320779919824e-05,2.8248286807378406e-05,2.5423307889037027e-05,3.067130676235189e-05,9.501036535496929e-06,5.598266826098388e-06,9.821292927647307e-06,6.454251878837027e-06,1.432667930371411e-05,1.2502205652212677e-05,1.451983095040562e-05,7.027779614275551e-06,8.371556316775858e-06,9.960703273681245e-06,8.30032478576779e-06,6.493004193023304e-06,9.007216568132185e-06,1.0113616846338717e-05,9.233787592028445e-06,7.1983046232146065e-06,6.399336139991584e-06,5.7240664184720395e-06,6.49841763471698e-06,3.5310961333361313e-06,4.323658543641214e-06,6.3145041562597915e-06,4.50454793201728e-06,1.2349061215190636e-05,0.21262429869152408,9.682893733636384e-06,3.576570113237543e-06,7.88554423372494e-06,4.286843603540091e-06,4.841574602860753e-06,6.569745901793305e-06,8.215516425863178e-06,4.277036492709772e-06,2.1859570787731567e-06,2.463823633201694e-06,2.2888262299419377e-06,3.4610067004055256e-06,3.259074810545196e-06,1.5039382309308052e-06,1.4737814821454893e-06,1.190586452338663e-06
Datapoint,datapoint,0.9834686488128437,0.004158281050247287,0.001636318380040098,0.0009913753042490527,0.000565680899854244,0.00039818825972768587,0.00031151922222389424,0.00043449436843707084,0.00024551055974924495,0.00023470612527163573,0.0003168292328720018,0.0002068751157773618,0.000355597046728853,0.00015502684223389892,0.0003047136008651405,0.00023354729991605162,0.0002516602754533533,0.00030007078564694875,0.0002546941372554621,0.00014604373055806017,0.00011645293374718251,0.00018171586393502065,0.0001589100234590907,0.00012483964281624502,0.00012643353806388315,0.00010343369277843582,8.933791901084651e-05,0.00017195797050592888,0.00010456343519835054,0.00013827649371255188,0.00019478023086732217,7.775163338221959e-05,4.4620317340586544e-05,0.0001317393423421053,6.272909460966586e-05,9.993857529199279e-05,0.00017358869648706875,7.137259815435078e-05,8.361968712547582e-05,6.0299747860407065e-05,0.00018671039854274113,6.001320242540002e-05,8.193477015603773e-05,0.00010058862264345045,5.705347751234486e-05,0.00010809475408857844,6.196280612861602e-05,6.525068626712914e-05,5.1478091244067665e-05,6.193004707023424e-05,2.9597274499806696e-05,6.39595301783585e-05,6.713928672185104e-05,4.079168686223998e-05,6.002774025972018e-05,8.527384608977299e-05,0.00012096695247709601,0.00010886961387054588,0.00013134299197793307,4.068605798679485e-05,2.397332205398955e-05,4.2057484156243905e-05,2.763888605444757e-05,6.135079080386243e-05,5.353789160038787e-05,6.21779194090599e-05,3.0094889945592114e-05,3.5849312279930805e-05,4.2654477694949334e-05,3.5544279224826275e-05,2.7804834148238675e-05,3.857138473486338e-05,4.330929577304701e-05,3.9541624327346806e-05,3.082512504951704e-05,2.7403721719829365e-05,2.451203059288497e-05,2.7828015998117282e-05,1.5121127205553558e-05,1.8515097964780824e-05,2.7040447776365258e-05,1.9289716199030096e-05,5.288208489742924e-05,3.505263337091291e-05,4.146482064928691e-05,1.5315859325175116e-05,3.3768074541351965e-05,1.8357446240978004e-05,2.0732957325595953e-05,2.8133463303737307e-05,3.5181106445103505e-05,1.831544948847268e-05,9.360870904066854e-06,1.0550772101039681e-05,9.80138497154449e-06,1.4820984929305902e-05,1.3956256902048534e-05,6.440278157398755e-06,6.311138644547866e-06,5.098419446885082e-06
Datto (company),datto (company),0.992720510794006,0.0018267475931163103,0.0007211162002550295,0.00043689345616379754,0.0002492923541305814,0.0001754793005743191,0.0001372847488489224,0.0001914791961193436,0.00010819510685189497,0.0001034336540493223,0.00013962484033029694,9.116868650941455e-05,0.0001567095953279658,6.831944734898573e-05,0.0001342855502366266,0.00010292296630824035,0.00011090525157395645,0.000132239487985215,0.00011224225720902287,6.436064114275751e-05,5.132014534471284e-05,8.008114736577816e-05,7.003074322161139e-05,5.5016120315360786e-05,5.571854088254563e-05,4.5582639922612775e-05,3.937071262098413e-05,7.578089924900348e-05,4.608051097941226e-05,6.0937664056549586e-05,8.583853954327316e-05,3.4264702464491384e-05,1.9663919985197582e-05,5.805677864064373e-05,2.764435509799411e-05,4.404236153176936e-05,7.64995509108945e-05,3.145349793301953e-05,3.6850720362917945e-05,2.657375580733705e-05,8.22822103510515e-05,2.6447476864426506e-05,3.6108187040802924e-05,4.432883370111958e-05,2.5143142934565052e-05,4.7636743122936175e-05,2.730665612418523e-05,2.8755606194870503e-05,2.2686101927233414e-05,2.7292219393538675e-05,1.3043350478700947e-05,2.8186601052567486e-05,2.9587901670095176e-05,1.797666431634075e-05,2.6453883605298554e-05,3.757969880716468e-05,5.330944771652639e-05,4.797821942029312e-05,5.7882109290184025e-05,1.7930114271906393e-05,1.056490663324418e-05,1.8534493982068662e-05,1.2180299833060444e-05,2.70369444526207e-05,2.3593844225052525e-05,2.7401455322992232e-05,1.326264677448104e-05,1.5798587957502275e-05,1.879758563798805e-05,1.5664161625599878e-05,1.2253432213834353e-05,1.699818980119012e-05,1.908616023942553e-05,1.7425768869430204e-05,1.3584457230116259e-05,1.2076664248759066e-05,1.0802312421359155e-05,1.2263648323182977e-05,6.663794728002508e-06,8.159498331635101e-06,1.1916571488717493e-05,8.500868180286934e-06,2.3304833942263596e-05,1.5447496094993874e-05,1.827331054650514e-05,6.749612065193501e-06,1.4881398327289528e-05,8.090022113912927e-06,9.13689633346018e-06,1.2398257212930675e-05,1.5504113447843543e-05,8.071514384023888e-06,4.125282548851436e-06,4.649665236427743e-06,4.319414592088946e-06,6.531523734516306e-06,6.150443012764471e-06,2.838193942074732e-06,2.7812828934991663e-06,2.2468444428415555e-06
DCP Midstream Partners,dcp midstream partners,0.9834813757910023,0.004145554072125211,0.001636318380006488,0.000991375304248794,0.0005656808998540963,0.00039818825972758195,0.0003115192222238129,0.0004344943684369574,0.00024551055974918087,0.00023470612527157447,0.0003168292328719191,0.0002068751157773078,0.0003555970467287602,0.00015502684223385845,0.00030471360086506096,0.00023354729991599066,0.0002516602754532876,0.0003000707856468704,0.00025469413725539566,0.00014604373055802206,0.0001164529337471521,0.00018171586393497322,0.0001589100234590492,0.00012483964281621244,0.00012643353806385014,0.00010343369277840883,8.933791901082319e-05,0.000171957970505884,0.00010456343519832323,0.00013827649371251578,0.00019478023086727132,7.775163338219929e-05,4.4620317340574896e-05,0.0001317393423420709,6.272909460964949e-05,9.99385752919667e-05,0.00017358869648702346,7.137259815433214e-05,8.3619687125454e-05,6.0299747860391324e-05,0.0001867103985426924,6.001320242538435e-05,8.193477015601635e-05,0.00010058862264342419,5.7053477512329974e-05,0.00010809475408855023,6.196280612859985e-05,6.525068626711211e-05,5.147809124405423e-05,6.193004707021807e-05,2.9597274499798968e-05,6.395953017834181e-05,6.713928672183351e-05,4.0791686862229334e-05,6.0027740259704514e-05,8.527384608975073e-05,0.00012096695247706443,0.00010886961387051747,0.00013134299197789878,4.0686057986784235e-05,2.3973322053983293e-05,4.205748415623293e-05,2.7638886054440355e-05,6.135079080384643e-05,5.3537891600373893e-05,6.217791940904367e-05,3.0094889945584257e-05,3.584931227992145e-05,4.26544776949382e-05,3.554427922481699e-05,2.7804834148231418e-05,3.857138473485331e-05,4.3309295773035704e-05,3.954162432733648e-05,3.0825125049508994e-05,2.7403721719822213e-05,2.451203059287857e-05,2.7828015998110014e-05,1.5121127205549611e-05,1.851509796477599e-05,2.70404477763582e-05,1.928971619902506e-05,5.288208489741544e-05,3.505263337090376e-05,4.146482064927609e-05,1.531585932517112e-05,3.376807454134315e-05,1.835744624097321e-05,2.073295732559054e-05,2.813346330372996e-05,3.5181106445094324e-05,1.83154494884679e-05,9.36087090406441e-06,1.0550772101036927e-05,9.801384971541932e-06,1.4820984929302032e-05,1.3956256902044891e-05,6.440278157397073e-06,6.311138644546218e-06,5.098419446883752e-06
De Laurentiis Entertainment Group,de laurentiis entertainment group,0.9921120190225288,0.0019794197615402324,0.0007813975963055747,0.00047341537517436296,0.00027013184036929683,0.00019014841660979295,0.00014876100789585668,0.00020748581648460034,0.00011723962989071776,0.00011208017799466245,0.00015129671830984353,9.878989332316031e-05,0.00016980966599279326,7.403058192361479e-05,0.00014551109257615887,0.00011152676704456319,0.0001201763279855744,0.00014329399063810886,0.00012162510002691599,6.974084102930054e-05,5.561023063998754e-05,8.677549615288745e-05,7.588493283261461e-05,5.9615169035559094e-05,6.037630814545533e-05,4.939310094017786e-05,4.266189026955194e-05,8.211577065957981e-05,4.993259131207031e-05,6.603172165793411e-05,9.30141750327855e-05,3.7129045408232116e-05,2.130771684916429e-05,6.291000987497233e-05,2.9955272974524926e-05,4.772406364518868e-05,8.289449769550561e-05,3.408283945302171e-05,3.993124035145927e-05,2.879517740042734e-05,8.916055604393081e-05,2.865834222404465e-05,3.9126635278279246e-05,4.8034483331307995e-05,2.7244973064936656e-05,5.161891600677702e-05,2.958934420144257e-05,3.1159418624954225e-05,2.458253678008509e-05,2.957370063855806e-05,1.4133703705760816e-05,3.0542847744527646e-05,3.206128947950804e-05,1.9479415774342382e-05,2.8665284533641637e-05,4.072115743263366e-05,5.776582788091825e-05,5.198893786713142e-05,6.272073911590575e-05,1.942897439912981e-05,1.1448075421812323e-05,2.0083876969075772e-05,1.3198506715657143e-05,2.929708609965321e-05,2.5566161401650853e-05,2.9692068098164477e-05,1.437133198028951e-05,1.7119264066802638e-05,2.0368961657882888e-05,1.6973600423978408e-05,1.3277752566088223e-05,1.8419146106410076e-05,2.068165952798808e-05,1.8882468461441395e-05,1.4720044041411481e-05,1.3086207759627329e-05,1.1705327043834509e-05,1.3288822686667661e-05,7.220851758556648e-06,8.841588056327834e-06,1.2912732114733793e-05,9.211494569443776e-06,2.525299142960056e-05,1.6738822832297708e-05,1.9800860017477677e-05,7.313842958835709e-06,1.61254023671886e-05,8.766304004313314e-06,9.900691220269968e-06,1.3434684148181106e-05,1.6800173088206913e-05,8.746249128770018e-06,4.4701337546071134e-06,5.038351985554491e-06,4.680494181814326e-06,7.07752362872886e-06,6.664586629296614e-06,3.0754515338887615e-06,3.013783030886815e-06,2.434668429704003e-06
Dean Foods,dean foods,0.8903232321814365,0.1051783644354664,0.0005949065232014763,0.000360428412125522,0.00020566123407587036,0.00014476693293201116,0.00011325718739563116,0.0001579665285407523,8.925881130103107e-05,8.533070743765237e-05,0.00011518771632656591,7.521235315055437e-05,0.00012928229940737705,5.636218528312346e-05,0.00011078290819042018,8.490940020813614e-05,9.149462679568284e-05,0.0001090949475263681,9.259762985341048e-05,5.309624889819269e-05,4.233809922232155e-05,6.606535387294977e-05,5.777397034271972e-05,4.5387205065250165e-05,4.5966688062999216e-05,3.760477136017615e-05,3.248005488301799e-05,6.25177347026279e-05,3.8015505080065555e-05,5.027236088037486e-05,7.08150879127758e-05,2.826769805542684e-05,1.622234289948006e-05,4.789568770909892e-05,2.28060431476651e-05,3.6334072321747876e-05,6.311060803069541e-05,2.5948510227952044e-05,3.0401111389291507e-05,2.1922820025619607e-05,6.78811870596865e-05,2.1818642409232804e-05,2.9788536166512552e-05,3.657040616392459e-05,2.0742592858504008e-05,3.929936564715707e-05,2.2527448210640636e-05,2.3722803201333058e-05,1.8715582894619778e-05,2.2515538194983934e-05,1.0760504730636902e-05,2.325338527566231e-05,2.4409430415181777e-05,1.4830390529866504e-05,2.1823927843030984e-05,3.1002504107417e-05,4.397923411458114e-05,3.958107680098292e-05,4.7751588968902665e-05,1.4791987669024484e-05,8.71583785097244e-06,1.5290588909627638e-05,1.0048505112873141e-05,2.2304941445793883e-05,1.9464452236575433e-05,2.2605655664230806e-05,1.0941419813153942e-05,1.3033520852766174e-05,1.5507634293230152e-05,1.2922621802501447e-05,1.0108837872509203e-05,1.4023168515378812e-05,1.5745702600064374e-05,1.4375912742717626e-05,1.1206907038685896e-05,9.963007816993657e-06,8.911692904492875e-06,1.0117265959537462e-05,5.497498116895329e-06,6.7314238424058596e-06,9.830934473984044e-06,7.013047178167108e-06,1.922602450129137e-05,1.2743877048930732e-05,1.507511776986684e-05,5.56829571328916e-06,1.227685764948021e-05,6.674107344571426e-06,7.537757754810342e-06,1.0228315616393739e-05,1.2790585238990476e-05,6.658838835506246e-06,3.403276056609557e-06,3.835881344609986e-06,3.5634311312613186e-06,5.388377177957248e-06,5.073993161683114e-06,2.3414535544399347e-06,2.2945030712475306e-06,1.8536019787003166e-06
Dean Witter Reynolds,dean witter reynolds,0.1641831621294315,0.8331708420574865,0.000349928638121995,0.0002120067917836914,0.00012097153543909704,8.515303448550533e-05,6.661875739648951e-05,9.291713915569083e-05,5.250272616068692e-05,5.019218495513397e-05,6.775430950981886e-05,4.424049036510998e-05,7.604485276324812e-05,3.3152675199289224e-05,6.516336714803375e-05,4.9944368770060564e-05,5.3817850202229775e-05,6.417049557353055e-05,5.446664516880139e-05,3.123162604820935e-05,2.4903598840643118e-05,3.8860154337057495e-05,3.398309813794733e-05,2.6697106582599597e-05,2.703796298324092e-05,2.2119418624116992e-05,1.9105020583973173e-05,3.677341718352719e-05,2.2361015388693942e-05,2.9570593180452335e-05,4.16539847947369e-05,1.6627279576822168e-05,9.54210810699343e-06,2.8172615559350956e-05,1.3414691734493662e-05,2.1371983579051843e-05,3.712214988047656e-05,1.5263115281484963e-05,1.7882169871940413e-05,1.2895173033318604e-05,3.992824152270462e-05,1.2833894950118696e-05,1.7521848367479444e-05,2.1510996980837573e-05,1.2200954245735916e-05,2.3116192147156232e-05,1.3250820028438576e-05,1.3953937119360552e-05,1.1008651239370782e-05,1.3243814464713505e-05,6.3294124690732854e-06,1.3677821849090038e-05,1.4357816580197135e-05,8.723350910641483e-06,1.2837003883335503e-05,1.8235913740299652e-05,2.5868927132440103e-05,2.328189683614035e-05,2.808785556102308e-05,8.700762049584668e-06,5.126723527689081e-06,8.994043172391462e-06,5.9106087631636064e-06,1.3119939820945665e-05,1.1449142003450423e-05,1.3296822260147904e-05,6.435828125939875e-06,7.666418208669114e-06,9.121710953013052e-06,7.601186525850794e-06,5.946096961040314e-06,8.248536651300839e-06,9.261744580383476e-06,8.456023545903019e-06,6.5919897742756916e-06,5.860318589592945e-06,5.241926991552052e-06,5.951054427298863e-06,3.2336710963673042e-06,3.959475793122861e-06,5.782632023302317e-06,4.125128826839222e-06,1.1308896957473797e-05,7.496047473329328e-06,8.867301374226134e-06,3.2753147925147255e-06,7.22134303481306e-06,3.925761783867888e-06,4.433767663919474e-06,6.016374698084231e-06,7.523521593546966e-06,3.916780728231515e-06,2.001833412802014e-06,2.2562952036379987e-06,2.0960378717806054e-06,3.1694853124435056e-06,2.9845621919678117e-06,1.3772611688960155e-06,1.3496445299756378e-06,1.090303082464263e-06
Del Monte Foods,del monte foods,0.4825065312337198,0.21162589167034612,0.00036710726542083606,0.0002224145871584417,0.0001269102460644815,8.933335036599107e-05,6.988919222204086e-05,9.747860892278357e-05,5.508017958045522e-05,5.265620974429094e-05,7.108049063450272e-05,4.641233574385835e-05,7.977803159305855e-05,3.478019975497332e-05,6.836235424415675e-05,5.239622781620952e-05,5.645986543061578e-05,6.732074081523514e-05,5.714051091101025e-05,3.2764842839972016e-05,2.6126161375775173e-05,4.076786932660352e-05,0.30312733597083297,2.80077156440918e-05,2.8365305299551055e-05,2.3205300736248274e-05,2.0042920465365944e-05,3.8578690486596525e-05,2.3458757921275733e-05,3.102226687610519e-05,4.369885395500845e-05,1.7443542688104448e-05,1.0010547385687207e-05,2.9555660014890835e-05,1.4073243120575742e-05,2.2421172758190238e-05,3.894454309994008e-05,1.601240910973646e-05,1.8760037808707137e-05,1.3528220310359201e-05,4.188839083653376e-05,1.346393397565218e-05,1.8382027472412052e-05,2.2567010578325782e-05,1.279992107174153e-05,2.425100766738958e-05,1.3901326657227819e-05,1.4638961032927503e-05,1.154908576265843e-05,1.3893977177757777e-05,6.640134730687054e-06,1.4349290766571056e-05,1.5062667664153705e-05,9.151595923436788e-06,1.3467195532001868e-05,1.913114760089353e-05,2.713887937261864e-05,2.442484709810095e-05,2.9466738995535574e-05,9.12789813449304e-06,5.378403622322779e-06,9.435576956013962e-06,6.2007711963085674e-06,1.3764021304546254e-05,1.2011201011965344e-05,1.394958722137256e-05,6.751774523875028e-06,8.04277649088159e-06,9.569512178001363e-06,7.97434246722781e-06,6.238001573757032e-06,8.653472176646927e-06,9.716420308433662e-06,8.871144976727856e-06,6.915602428879268e-06,6.14801218751107e-06,5.499262631785306e-06,6.243202410965928e-06,3.3924178364933177e-06,4.15385359347251e-06,6.066511847715748e-06,4.327638833065962e-06,1.1864071084006559e-05,7.864041949192282e-06,9.302613174629915e-06,3.4361058967127768e-06,7.5758517748627475e-06,4.118484502761722e-06,4.651429306723544e-06,6.311729371529663e-06,7.892864823470678e-06,4.1090625509232685e-06,2.1001070216778982e-06,2.367060800281971e-06,2.198936147273013e-06,3.325081056795155e-06,3.131079727165035e-06,1.4448734010460323e-06,1.4159010115650076e-06,1.1438280251478232e-06
Delhaize Group,delhaize group,0.6870263227374777,0.30317386261337503,0.0012960095314881407,0.0007851967314416738,0.00044803495881006215,0.0003153761433198682,0.0002467318623159942,0.00034413158817288373,0.00019445117123988222,0.0001858937595305794,0.00025093753799395837,0.0001638508282673489,0.00028164272158595513,0.0001227855578871686,0.00024134162148245757,0.0001849759377151514,0.00019932191660691458,0.0002376643830860732,0.00020172481928206856,0.00011567068434148652,9.223395272524398e-05,0.00014392400315131664,0.00012586114509672276,9.887645886833204e-05,0.00010013886810259663,8.192235285918225e-05,7.075810916457441e-05,0.00013619548097264206,8.281714018310089e-05,0.00010951881737719274,0.00015427134403184033,6.158144966321768e-05,3.5340528638907006e-05,0.00010434121221897039,4.968318238582169e-05,7.915412289158335e-05,0.00013748706116914288,5.652907687442005e-05,6.622911094687153e-05,4.77590723955074e-05,0.00014787981305725839,4.7532120465181184e-05,6.489460998494213e-05,7.966897841951432e-05,4.518793626194671e-05,8.561404266634917e-05,4.907626065992949e-05,5.168035290135165e-05,4.077207573403884e-05,4.905031457729435e-05,2.344186212549829e-05,5.065772147575683e-05,5.317617683169474e-05,3.2308147133526604e-05,4.754363483309161e-05,6.753925071582101e-05,9.580918073143218e-05,8.622775310024716e-05,0.00010402729173989464,3.222448613512379e-05,1.8987535838256358e-05,3.331069369047605e-05,2.1890764171374937e-05,4.85915275517624e-05,4.240349473375876e-05,4.9246636343054024e-05,2.3835987357255574e-05,2.8393649414089108e-05,3.378352912754433e-05,2.81520547759907e-05,2.2022199663337743e-05,3.054960628047431e-05,3.430216320326471e-05,3.131806294211201e-05,2.441435380871781e-05,2.1704507497335894e-05,1.9414207939253274e-05,2.204056033126586e-05,1.1976352050153229e-05,1.4664471005035305e-05,2.1416784460658066e-05,1.527799012644248e-05,4.18840776397343e-05,2.7762657626530698e-05,3.2841287758622736e-05,1.2130585288744317e-05,2.6745251413169538e-05,1.453960646815854e-05,1.6421077119233882e-05,2.228248306725955e-05,2.7864411863801246e-05,1.4506343875619662e-05,7.414069329564684e-06,8.356504073094349e-06,7.76296868630176e-06,1.1738631044528987e-05,1.105374246834763e-05,5.1008788872294925e-06,4.998596812059891e-06,4.038089579248925e-06
Delphi Technologies,delphi technologies,0.9957991485536791,0.0010542220347721518,0.0004161366163956999,0.00025211937342335683,0.00014385986156558928,0.00010126434874542818,7.922330804468869e-05,0.00011049745485571604,6.243646399854972e-05,5.968875862500106e-05,8.057371142041764e-05,5.2610978247214793e-05,9.043286052035044e-05,3.9425301558644845e-05,7.74925518059852e-05,5.939405456962996e-05,6.400041507076854e-05,7.6311824730463e-05,6.477196478894529e-05,3.714078178354307e-05,2.9615465065362902e-05,4.621265988775527e-05,4.0412844029380775e-05,3.174831205732795e-05,3.215365993054473e-05,2.630450617681719e-05,2.2719771278771736e-05,4.373110323939995e-05,2.6591814071030306e-05,3.5165474472248166e-05,4.953509488389395e-05,1.97732311940294e-05,1.1347515316998349e-05,3.35029935728081e-05,1.5952808145027524e-05,2.54156532601203e-05,4.414581763749726e-05,1.815096124459381e-05,2.126555204025524e-05,1.533499430840473e-05,4.7482833686157066e-05,1.5262122152701776e-05,2.0837056183252943e-05,2.558096858544925e-05,1.4509426390171966e-05,2.7489873466040877e-05,1.5757931219128947e-05,1.6594081037326135e-05,1.3091534612429937e-05,1.5749600173118666e-05,7.526964077022994e-06,1.6265723590154114e-05,1.7074376200268717e-05,1.0373845796350487e-05,1.5265819309231723e-05,2.1686225744586756e-05,3.076343755260289e-05,2.7686930182990843e-05,3.3402196624323576e-05,1.0346983027247306e-05,6.096721301431352e-06,1.0695754178854515e-05,7.0289209387208065e-06,1.5602287922850503e-05,1.361536809202829e-05,1.581263726763359e-05,7.6535140262294e-06,9.116936957110048e-06,1.0847577243511362e-05,9.039363164020033e-06,7.071123653724995e-06,9.809194671024384e-06,1.1014105825420436e-05,1.0055938963603617e-05,7.839222118880296e-06,6.9691156516197994e-06,6.233721747883874e-06,7.077019093566131e-06,3.845495343871615e-06,4.708625358878129e-06,6.876730458429438e-06,4.905620647165209e-06,1.3448588090218571e-05,8.914331358099952e-06,1.0545032296450887e-05,3.895018203452607e-06,8.587651678016872e-06,4.668532516486432e-06,5.272655257538349e-06,7.154698235841222e-06,8.947003698058269e-06,4.657852207140337e-06,2.380588760800294e-06,2.6831957986503377e-06,2.492617101833828e-06,3.769165338170354e-06,3.5492539812106557e-06,1.6378448068619586e-06,1.6050029830595932e-06,1.2965930368537852e-06
Demandware,demandware,0.9727474005606017,0.006839267119746055,0.002699629962656162,0.0016355903033995981,0.0009332713762935605,0.0006569387534133606,0.0005139504857627412,0.0007168372793346032,0.00040504810760062505,0.0003872227409715059,0.0005227110448464397,0.00034130659895389005,0.000586670939909891,0.000255766306501342,0.0005027224389723095,0.0003853108883090446,0.00041519402845541464,0.0004950626319155838,0.0004201993528004087,0.00024094579373651475,0.00019212632029764375,0.0002997983747952379,0.00026217285458766737,0.00020596287641519063,0.0002085925158670694,0.000170646922742714,0.00014739144038969417,0.00028369961198984557,0.0001725107938109482,0.00022813125496974116,0.00032135222204455235,0.00012827616048976276,7.36154694030407e-05,0.0002173461351997294,0.00010349168316465407,0.00016488060977771756,0.0002863900155038554,0.00011775190381418433,0.00013795738995065566,9.948369953862173e-05,0.00030803845535743146,9.901095129386294e-05,0.0001351775810877207,0.00016595307057055533,9.412793943369753e-05,0.00017833683255764026,0.00010222744549014259,0.00010765185423851829,8.49295584784558e-05,0.0001021733989570001,4.883016045634594e-05,0.0001055216797527132,0.00011076770408619938,6.729892020230466e-05,9.903493609633338e-05,0.00014068645365709464,0.00019957363639717403,0.00017961521133149952,0.0002166922286422325,6.712465162440426e-05,3.955165407462137e-05,6.938725725414446e-05,4.559917302122368e-05,0.00010121773067637973,8.832785726126471e-05,0.00010258234357376289,4.9651136119609016e-05,5.914489426687269e-05,7.03721888324416e-05,5.86416447860686e-05,4.587295742144936e-05,6.363582246869158e-05,7.14525204630934e-05,6.523654266278833e-05,5.085589222969421e-05,4.52111943175396e-05,4.0440425923990093e-05,4.5911203289299614e-05,2.4947130443812338e-05,3.0546569566434796e-05,4.461185788373798e-05,3.182454983015977e-05,8.724589457804445e-05,5.7830517871850756e-05,6.840946944663809e-05,2.526840329098572e-05,5.571122767290062e-05,3.0286472679150074e-05,3.4205637176154025e-05,4.64151362086798e-05,5.804247525417959e-05,3.0217185618157555e-05,1.5443747303817113e-05,1.7406869495212157e-05,1.6170515999980373e-05,2.4451949865310027e-05,2.3025304708427338e-05,1.0625296454622372e-05,1.0412239568799846e-05,8.41147179503907e-06
