run_id,stage,model,topic_index,metric,score
20250921-205356,pos_filtered,HDP2,8,c_v,0.7338882076627399
20250921-205356,pos_filtered,HDP2,9,c_v,0.6496300873825422
20250921-205356,pos_filtered,HDP2,10,c_v,0.7750723697071403
20250921-205356,pos_filtered,HDP2,11,c_v,0.6735880065110199
20250921-205356,pos_filtered,HDP2,12,c_v,0.6725974862127487
20250921-205356,pos_filtered,HDP2,13,c_v,0.6646570603272214
20250921-205356,pos_filtered,HDP2,14,c_v,0.7409805502907763
20250921-205356,pos_filtered,HDP2,15,c_v,0.6978379484512482
20250921-205356,pos_filtered,HDP2,16,c_v,0.6684769747407591
20250921-205356,pos_filtered,HDP2,17,c_v,0.6622101543246173
20250921-205356,pos_filtered,HDP2,18,c_v,0.6567520552824754
20250921-205356,pos_filtered,HDP2,19,c_v,0.7394889558602137
20250921-205356,pos_filtered,HDP2,20,c_v,0.6534326220394121
20250921-205356,pos_filtered,HDP2,21,c_v,0.6715066051738925
20250921-205356,pos_filtered,HDP2,22,c_v,0.7320465622911791
20250921-205356,pos_filtered,HDP2,23,c_v,0.7629290051825812
20250921-205356,pos_filtered,HDP2,24,c_v,0.7238821033028169
20250921-205356,pos_filtered,HDP2,25,c_v,0.6967708197840574
20250921-205356,pos_filtered,HDP2,26,c_v,0.7108311278294677
20250921-205356,pos_filtered,HDP2,27,c_v,0.7122097022445532
20250921-205356,pos_filtered,HDP2,28,c_v,0.6956832192891809
20250921-205356,pos_filtered,HDP2,29,c_v,0.6864874061915109
20250921-205356,pos_filtered,HDP2,30,c_v,0.7603612439030757
20250921-205356,pos_filtered,HDP2,31,c_v,0.5917418080404582
20250921-205356,pos_filtered,HDP2,32,c_v,0.6173420700248484
20250921-205356,pos_filtered,HDP2,33,c_v,0.6919552322838178
20250921-205356,pos_filtered,HDP2,34,c_v,0.7258942045905302
20250921-205356,pos_filtered,HDP2,35,c_v,0.6649536767237694
20250921-205356,pos_filtered,HDP2,36,c_v,0.7438197253206316
20250921-205356,pos_filtered,HDP2,37,c_v,0.6722069325450571
20250921-205356,pos_filtered,HDP2,38,c_v,0.7436320031694104
20250921-205356,pos_filtered,HDP2,39,c_v,0.6925461377845555
20250921-205356,pos_filtered,HDP2,40,c_v,0.7023302250055921
20250921-205356,pos_filtered,HDP2,41,c_v,0.7118992487465454
20250921-205356,pos_filtered,HDP2,42,c_v,0.7224051864710033
20250921-205356,pos_filtered,HDP2,43,c_v,0.6584680238037144
20250921-205356,pos_filtered,HDP2,44,c_v,0.6663187657058571
20250921-205356,pos_filtered,HDP2,45,c_v,0.7573032339354675
20250921-205356,pos_filtered,HDP2,46,c_v,0.7291851403684285
20250921-205356,pos_filtered,HDP2,47,c_v,0.5861350654463372
20250921-205356,pos_filtered,HDP2,48,c_v,0.7184368687916013
20250921-205356,pos_filtered,HDP2,49,c_v,0.7032846901368788
20250921-205356,pos_filtered,HDP2,50,c_v,0.6946553605018264
20250921-205356,pos_filtered,HDP2,51,c_v,0.6797355863126157
20250921-205356,pos_filtered,HDP2,52,c_v,0.7079261879654093
20250921-205356,pos_filtered,HDP2,53,c_v,0.647170327926794
20250921-205356,pos_filtered,HDP2,54,c_v,0.7263948204714952
20250921-205356,pos_filtered,HDP2,55,c_v,0.6090588282763283
20250921-205356,pos_filtered,HDP2,56,c_v,0.7065959859585639
20250921-205356,pos_filtered,HDP2,57,c_v,0.7079677964527835
20250921-205356,pos_filtered,HDP2,58,c_v,0.7384487816795197
20250921-205356,pos_filtered,HDP2,59,c_v,0.6828970119328878
20250921-205356,pos_filtered,HDP2,60,c_v,0.7320207503860147
20250921-205356,pos_filtered,HDP2,61,c_v,0.7043847918913959
20250921-205356,pos_filtered,HDP2,62,c_v,0.644602011416731
20250921-205356,pos_filtered,HDP2,63,c_v,0.6913753051296079
20250921-205356,pos_filtered,HDP2,64,c_v,0.7764873034065116
20250921-205356,pos_filtered,HDP2,65,c_v,0.7327631333044242
20250921-205356,pos_filtered,HDP2,66,c_v,0.662879410071983
20250921-205356,pos_filtered,HDP2,67,c_v,0.7523491141205498
20250921-205356,pos_filtered,HDP2,68,c_v,0.6936382261511759
20250921-205356,pos_filtered,HDP2,69,c_v,0.6756148708888895
20250921-205356,pos_filtered,HDP2,70,c_v,0.6121715911483382
20250921-205356,pos_filtered,HDP2,71,c_v,0.7417417582040982
20250921-205356,pos_filtered,HDP2,72,c_v,0.6121134977489949
20250921-205356,pos_filtered,HDP2,73,c_v,0.6180002918586769
20250921-205356,pos_filtered,HDP2,74,c_v,0.6634496669635641
20250921-205356,pos_filtered,HDP2,75,c_v,0.7363335775644303
20250921-205356,pos_filtered,HDP2,76,c_v,0.6898806963746541
20250921-205356,pos_filtered,HDP2,77,c_v,0.740372709863877
20250921-205356,pos_filtered,HDP2,78,c_v,0.7414109222263509
20250921-205356,pos_filtered,HDP2,79,c_v,0.7059477040818015
20250921-205356,pos_filtered,HDP2,80,c_v,0.7175623484644919
20250921-205356,pos_filtered,HDP2,81,c_v,0.7233579380796649
20250921-205356,pos_filtered,HDP2,82,c_v,0.7694290083967029
20250921-205356,pos_filtered,HDP2,83,c_v,0.7089980476944893
20250921-205356,pos_filtered,HDP2,84,c_v,0.6891227107317898
20250921-205356,pos_filtered,HDP2,85,c_v,0.6793239026384678
20250921-205356,pos_filtered,HDP2,86,c_v,0.7190812949470391
20250921-205356,pos_filtered,HDP2,87,c_v,0.6831293453074461
20250921-205356,pos_filtered,HDP2,88,c_v,0.7105853078471069
20250921-205356,pos_filtered,HDP2,89,c_v,0.7156799606058961
20250921-205356,pos_filtered,HDP2,90,c_v,0.7301338934634523
20250921-205356,pos_filtered,HDP2,91,c_v,0.7473956661119809
20250921-205356,pos_filtered,HDP2,92,c_v,0.7362265548685321
20250921-205356,pos_filtered,HDP2,93,c_v,0.6732828943468606
20250921-205356,pos_filtered,HDP2,94,c_v,0.6436186674541708
20250921-205356,pos_filtered,HDP2,95,c_v,0.7237619732760734
20250921-205356,pos_filtered,HDP2,96,c_v,0.6310541947815085
20250921-205356,pos_filtered,HDP2,97,c_v,0.669871250192488
20250921-205356,pos_filtered,HDP2,98,c_v,0.7422556393292659
20250921-205356,pos_filtered,HDP2,99,c_v,0.5968629709134624
20250921-205356,pos_filtered,HDP2,0,u_mass,-19.93156697340118
20250921-205356,pos_filtered,HDP2,1,u_mass,-19.969445623265806
20250921-205356,pos_filtered,HDP2,2,u_mass,-20.920805430788707
20250921-205356,pos_filtered,HDP2,3,u_mass,-18.605600382855545
20250921-205356,pos_filtered,HDP2,4,u_mass,-20.14278705829215
20250921-205356,pos_filtered,HDP2,5,u_mass,-19.722777557876853
20250921-205356,pos_filtered,HDP2,6,u_mass,-20.17179522374568
20250921-205356,pos_filtered,HDP2,7,u_mass,-19.293625479877086
20250921-205356,pos_filtered,HDP2,8,u_mass,-20.07850426424781
20250921-205356,pos_filtered,HDP2,9,u_mass,-17.677226515506035
20250921-205356,pos_filtered,HDP2,10,u_mass,-21.00482205426686
20250921-205356,pos_filtered,HDP2,11,u_mass,-18.53041306140487
20250921-205356,pos_filtered,HDP2,12,u_mass,-17.53769899243989
20250921-205356,pos_filtered,HDP2,13,u_mass,-18.366195945724204
20250921-205356,pos_filtered,HDP2,14,u_mass,-20.384990504043028
20250921-205356,pos_filtered,HDP2,15,u_mass,-19.232557790443497
20250921-205356,pos_filtered,HDP2,16,u_mass,-17.827442305642514
20250921-205356,pos_filtered,HDP2,17,u_mass,-18.05171442043914
20250921-205356,pos_filtered,HDP2,18,u_mass,-17.983157184931944
20250921-205356,pos_filtered,HDP2,19,u_mass,-20.43723906968243
20250921-205356,pos_filtered,HDP2,20,u_mass,-18.715958854892413
20250921-205356,pos_filtered,HDP2,21,u_mass,-18.93546961903788
20250921-205356,pos_filtered,HDP2,22,u_mass,-20.120758563995395
20250921-205356,pos_filtered,HDP2,23,u_mass,-20.476719483971106
20250921-205356,pos_filtered,HDP2,24,u_mass,-19.783645088265178
20250921-205356,pos_filtered,HDP2,25,u_mass,-19.318477367353637
20250921-205356,pos_filtered,HDP2,26,u_mass,-19.181531203950613
20250921-205356,pos_filtered,HDP2,27,u_mass,-19.571456798630198
20250921-205356,pos_filtered,HDP2,28,u_mass,-18.968681457240812
20250921-205356,pos_filtered,HDP2,29,u_mass,-18.585096825880132
20250921-205356,pos_filtered,HDP2,30,u_mass,-20.58741780433007
20250921-205356,pos_filtered,HDP2,31,u_mass,-16.116665715442167
20250921-205356,pos_filtered,HDP2,32,u_mass,-16.899992131911898
20250921-205356,pos_filtered,HDP2,33,u_mass,-18.56967975928377
20250921-205356,pos_filtered,HDP2,34,u_mass,-19.796717066039907
20250921-205356,pos_filtered,HDP2,35,u_mass,-18.23472989986689
20250921-205356,pos_filtered,HDP2,36,u_mass,-20.195183643758984
20250921-205356,pos_filtered,HDP2,37,u_mass,-17.806326657579426
20250921-205356,pos_filtered,HDP2,38,u_mass,-20.281360189411842
20250921-205356,pos_filtered,HDP2,39,u_mass,-19.533459536498334
20250921-205356,pos_filtered,HDP2,40,u_mass,-19.40339829184015
20250921-205356,pos_filtered,HDP2,41,u_mass,-19.790801331636633
20250921-205356,pos_filtered,HDP2,42,u_mass,-20.288677751132035
20250921-205356,pos_filtered,HDP2,43,u_mass,-18.706251931347207
20250921-205356,pos_filtered,HDP2,44,u_mass,-18.97285263999404
20250921-205356,pos_filtered,HDP2,45,u_mass,-20.682666843811084
20250921-205356,pos_filtered,HDP2,46,u_mass,-20.387787088043968
20250921-205356,pos_filtered,HDP2,47,u_mass,-16.088615601359734
20250921-205356,pos_filtered,HDP2,48,u_mass,-20.0244944170518
20250921-205356,pos_filtered,HDP2,49,u_mass,-19.454500164523296
20250921-205356,pos_filtered,HDP2,50,u_mass,-19.413255571423512
20250921-205356,pos_filtered,HDP2,51,u_mass,-18.44871755763655
20250921-205356,pos_filtered,HDP2,52,u_mass,-19.01991269086613
20250921-205356,pos_filtered,HDP2,53,u_mass,-17.772498006334597
20250921-205356,pos_filtered,HDP2,54,u_mass,-19.66486981031475
20250921-205356,pos_filtered,HDP2,55,u_mass,-16.619925998847826
20250921-205356,pos_filtered,HDP2,56,u_mass,-19.29559715602044
20250921-205356,pos_filtered,HDP2,57,u_mass,-19.12735618397053
20250921-205356,pos_filtered,HDP2,58,u_mass,-20.304389695404733
20250921-205356,pos_filtered,HDP2,59,u_mass,-19.585280757611546
20250921-205356,pos_filtered,HDP2,60,u_mass,-20.26252307433098
20250921-205356,pos_filtered,HDP2,61,u_mass,-19.167707246997725
20250921-205356,pos_filtered,HDP2,62,u_mass,-17.333399407046063
20250921-205356,pos_filtered,HDP2,63,u_mass,-18.102569137022787
20250921-205356,pos_filtered,HDP2,64,u_mass,-20.946888870703845
20250921-205356,pos_filtered,HDP2,65,u_mass,-19.682738830964944
20250921-205356,pos_filtered,HDP2,66,u_mass,-18.658868573043797
20250921-205356,pos_filtered,HDP2,67,u_mass,-20.301253577708582
20250921-205356,pos_filtered,HDP2,68,u_mass,-18.665141102360927
20250921-205356,pos_filtered,HDP2,69,u_mass,-18.39423143152953
20250921-205356,pos_filtered,HDP2,70,u_mass,-16.65425302343116
20250921-205356,pos_filtered,HDP2,71,u_mass,-19.644042987817098
20250921-205356,pos_filtered,HDP2,72,u_mass,-16.33503538719573
20250921-205356,pos_filtered,HDP2,73,u_mass,-17.018007852452584
20250921-205356,pos_filtered,HDP2,74,u_mass,-19.06878236001077
20250921-205356,pos_filtered,HDP2,75,u_mass,-20.254478826080906
20250921-205356,pos_filtered,HDP2,76,u_mass,-18.55930912115422
20250921-205356,pos_filtered,HDP2,77,u_mass,-20.005845490317753
20250921-205356,pos_filtered,HDP2,78,u_mass,-19.847779914405816
20250921-205356,pos_filtered,HDP2,79,u_mass,-18.96128023066521
20250921-205356,pos_filtered,HDP2,80,u_mass,-19.251639393939385
20250921-205356,pos_filtered,HDP2,81,u_mass,-19.95842724001009
20250921-205356,pos_filtered,HDP2,82,u_mass,-21.189098118378126
20250921-205356,pos_filtered,HDP2,83,u_mass,-19.853738185896844
20250921-205356,pos_filtered,HDP2,84,u_mass,-18.648901666983445
20250921-205356,pos_filtered,HDP2,85,u_mass,-18.634818814598272
20250921-205356,pos_filtered,HDP2,86,u_mass,-19.72780468329503
20250921-205356,pos_filtered,HDP2,87,u_mass,-18.881236902510494
20250921-205356,pos_filtered,HDP2,88,u_mass,-19.522684100973454
20250921-205356,pos_filtered,HDP2,89,u_mass,-19.817354251343513
20250921-205356,pos_filtered,HDP2,90,u_mass,-20.450046030689737
20250921-205356,pos_filtered,HDP2,91,u_mass,-20.051790292015003
20250921-205356,pos_filtered,HDP2,92,u_mass,-20.523890972604683
20250921-205356,pos_filtered,HDP2,93,u_mass,-18.634856153656422
20250921-205356,pos_filtered,HDP2,94,u_mass,-17.524249440163846
20250921-205356,pos_filtered,HDP2,95,u_mass,-20.02954707896286
20250921-205356,pos_filtered,HDP2,96,u_mass,-18.150313582054526
20250921-205356,pos_filtered,HDP2,97,u_mass,-17.937145376037627
20250921-205356,pos_filtered,HDP2,98,u_mass,-20.256043303182896
20250921-205356,pos_filtered,HDP2,99,u_mass,-16.653551241115377
20250921-205356,pos_filtered,HDP2,0,c_npmi,-0.4670610570547388
20250921-205356,pos_filtered,HDP2,1,c_npmi,-0.47639018467925376
20250921-205356,pos_filtered,HDP2,2,c_npmi,-0.4676360940826268
20250921-205356,pos_filtered,HDP2,3,c_npmi,-0.43438563996812374
20250921-205356,pos_filtered,HDP2,4,c_npmi,-0.4825224446265769
20250921-205356,pos_filtered,HDP2,5,c_npmi,-0.4885446999640901
20250921-205356,pos_filtered,HDP2,6,c_npmi,-0.46785458821122977
20250921-205356,pos_filtered,HDP2,7,c_npmi,-0.42377833900068335
20250921-205356,pos_filtered,HDP2,8,c_npmi,-0.462221882994766
20250921-205356,pos_filtered,HDP2,9,c_npmi,-0.4399134125895143
20250921-205356,pos_filtered,HDP2,10,c_npmi,-0.47648141419594225
20250921-205356,pos_filtered,HDP2,11,c_npmi,-0.4589101933195297
20250921-205356,pos_filtered,HDP2,12,c_npmi,-0.45647054452773267
20250921-205356,pos_filtered,HDP2,13,c_npmi,-0.4897075178167837
20250921-205356,pos_filtered,HDP2,14,c_npmi,-0.47340715017660656
20250921-205356,pos_filtered,HDP2,15,c_npmi,-0.4671209453245003
20250921-205356,pos_filtered,HDP2,16,c_npmi,-0.4622050737951322
20250921-205356,pos_filtered,HDP2,17,c_npmi,-0.4623670635174708
20250921-205356,pos_filtered,HDP2,18,c_npmi,-0.4331217867807054
20250921-205356,pos_filtered,HDP2,19,c_npmi,-0.4591327660516927
20250921-205356,pos_filtered,HDP2,20,c_npmi,-0.4557652661964813
20250921-205356,pos_filtered,HDP2,21,c_npmi,-0.4590739859281697
20250921-205356,pos_filtered,HDP2,22,c_npmi,-0.4815172053979343
20250921-205356,pos_filtered,HDP2,23,c_npmi,-0.46652055696783873
20250921-205356,pos_filtered,HDP2,24,c_npmi,-0.47269876811574424
20250921-205356,pos_filtered,HDP2,25,c_npmi,-0.46085941134634784
20250921-205356,pos_filtered,HDP2,26,c_npmi,-0.45293029156897474
20250921-205356,pos_filtered,HDP2,27,c_npmi,-0.4585282054836237
20250921-205356,pos_filtered,HDP2,28,c_npmi,-0.4542282887062971
20250921-205356,pos_filtered,HDP2,29,c_npmi,-0.44803722035700816
20250921-205356,pos_filtered,HDP2,30,c_npmi,-0.4663126118997064
20250921-205356,pos_filtered,HDP2,31,c_npmi,-0.41425783639928637
20250921-205356,pos_filtered,HDP2,32,c_npmi,-0.4563753168889081
20250921-205356,pos_filtered,HDP2,33,c_npmi,-0.4513570065929458
20250921-205356,pos_filtered,HDP2,34,c_npmi,-0.47092733450838115
20250921-205356,pos_filtered,HDP2,35,c_npmi,-0.47068066888734894
20250921-205356,pos_filtered,HDP2,36,c_npmi,-0.4772253093898351
20250921-205356,pos_filtered,HDP2,37,c_npmi,-0.4793685365769943
20250921-205356,pos_filtered,HDP2,38,c_npmi,-0.4709989012821658
20250921-205356,pos_filtered,HDP2,39,c_npmi,-0.46220636173544255
20250921-205356,pos_filtered,HDP2,40,c_npmi,-0.46326324323789053
20250921-205356,pos_filtered,HDP2,41,c_npmi,-0.4678886943186326
20250921-205356,pos_filtered,HDP2,42,c_npmi,-0.496305946185906
20250921-205356,pos_filtered,HDP2,43,c_npmi,-0.46690927246226727
20250921-205356,pos_filtered,HDP2,44,c_npmi,-0.45903797468562635
20250921-205356,pos_filtered,HDP2,45,c_npmi,-0.4560309095980131
20250921-205356,pos_filtered,HDP2,46,c_npmi,-0.47927825771361054
20250921-205356,pos_filtered,HDP2,47,c_npmi,-0.4428434330617522
20250921-205356,pos_filtered,HDP2,48,c_npmi,-0.46132837029204177
20250921-205356,pos_filtered,HDP2,49,c_npmi,-0.48572030017206735
20250921-205356,pos_filtered,HDP2,50,c_npmi,-0.4598117900404316
20250921-205356,pos_filtered,HDP2,51,c_npmi,-0.4490912281055318
20250921-205356,pos_filtered,HDP2,52,c_npmi,-0.4695576388304842
20250921-205356,pos_filtered,HDP2,53,c_npmi,-0.44410315480477186
20250921-205356,pos_filtered,HDP2,54,c_npmi,-0.48576333548434336
20250921-205356,pos_filtered,HDP2,55,c_npmi,-0.4612097125215513
20250921-205356,pos_filtered,HDP2,56,c_npmi,-0.47473015448197076
20250921-205356,pos_filtered,HDP2,57,c_npmi,-0.460573154419211
20250921-205356,pos_filtered,HDP2,58,c_npmi,-0.467442115149244
20250921-205356,pos_filtered,HDP2,59,c_npmi,-0.46909158941520157
20250921-205356,pos_filtered,HDP2,60,c_npmi,-0.476866774755152
20250921-205356,pos_filtered,HDP2,61,c_npmi,-0.46392368039925075
20250921-205356,pos_filtered,HDP2,62,c_npmi,-0.4519874589729487
20250921-205356,pos_filtered,HDP2,63,c_npmi,-0.4724515316710118
20250921-205356,pos_filtered,HDP2,64,c_npmi,-0.47172867064517954
20250921-205356,pos_filtered,HDP2,65,c_npmi,-0.4636835695997308
20250921-205356,pos_filtered,HDP2,66,c_npmi,-0.45780663523090026
20250921-205356,pos_filtered,HDP2,67,c_npmi,-0.46798298005643213
20250921-205356,pos_filtered,HDP2,68,c_npmi,-0.4437391467178219
20250921-205356,pos_filtered,HDP2,69,c_npmi,-0.4487785472946904
20250921-205356,pos_filtered,HDP2,70,c_npmi,-0.43183887226114204
20250921-205356,pos_filtered,HDP2,71,c_npmi,-0.4571332305981789
20250921-205356,pos_filtered,HDP2,72,c_npmi,-0.4416542538131363
20250921-205356,pos_filtered,HDP2,73,c_npmi,-0.45340579392333613
20250921-205356,pos_filtered,HDP2,74,c_npmi,-0.4526028120342481
20250921-205356,pos_filtered,HDP2,75,c_npmi,-0.45470869669317626
20250921-205356,pos_filtered,HDP2,76,c_npmi,-0.42540858622477956
20250921-205356,pos_filtered,HDP2,77,c_npmi,-0.46135129238112554
20250921-205356,pos_filtered,HDP2,78,c_npmi,-0.46491867262589964
20250921-205356,pos_filtered,HDP2,79,c_npmi,-0.466278568254414
20250921-205356,pos_filtered,HDP2,80,c_npmi,-0.4643537307408961
20250921-205356,pos_filtered,HDP2,81,c_npmi,-0.46591967115613636
20250921-205356,pos_filtered,HDP2,82,c_npmi,-0.47604737225898636
20250921-205356,pos_filtered,HDP2,83,c_npmi,-0.4639006964270279
20250921-205356,pos_filtered,HDP2,84,c_npmi,-0.4512765624191681
20250921-205356,pos_filtered,HDP2,85,c_npmi,-0.478337039736019
20250921-205356,pos_filtered,HDP2,86,c_npmi,-0.4646252328045835
20250921-205356,pos_filtered,HDP2,87,c_npmi,-0.4715562136617527
20250921-205356,pos_filtered,HDP2,88,c_npmi,-0.4607794369628074
20250921-205356,pos_filtered,HDP2,89,c_npmi,-0.4552694780030516
20250921-205356,pos_filtered,HDP2,90,c_npmi,-0.4813113711805392
20250921-205356,pos_filtered,HDP2,91,c_npmi,-0.46756456418636577
20250921-205356,pos_filtered,HDP2,92,c_npmi,-0.462392251099336
20250921-205356,pos_filtered,HDP2,93,c_npmi,-0.47618833534449945
20250921-205356,pos_filtered,HDP2,94,c_npmi,-0.45689580089978227
20250921-205356,pos_filtered,HDP2,95,c_npmi,-0.4684851266219614
20250921-205356,pos_filtered,HDP2,96,c_npmi,-0.45755091835649386
20250921-205356,pos_filtered,HDP2,97,c_npmi,-0.4430629045672987
20250921-205356,pos_filtered,HDP2,98,c_npmi,-0.48581459417315936
20250921-205356,pos_filtered,HDP2,99,c_npmi,-0.42332961148138165
20250921-205356,pos_filtered,HDP2,0,c_uci,-13.112716894309917
20250921-205356,pos_filtered,HDP2,1,c_uci,-13.307288203953691
20250921-205356,pos_filtered,HDP2,2,c_uci,-13.101199756699675
20250921-205356,pos_filtered,HDP2,3,c_uci,-12.29114712723888
20250921-205356,pos_filtered,HDP2,4,c_uci,-13.402777583590272
20250921-205356,pos_filtered,HDP2,5,c_uci,-13.585038948955708
20250921-205356,pos_filtered,HDP2,6,c_uci,-13.113840676842038
20250921-205356,pos_filtered,HDP2,7,c_uci,-11.956920896760879
20250921-205356,pos_filtered,HDP2,8,c_uci,-12.922682252353967
20250921-205356,pos_filtered,HDP2,9,c_uci,-12.359489160977478
20250921-205356,pos_filtered,HDP2,10,c_uci,-13.182118545832308
20250921-205356,pos_filtered,HDP2,11,c_uci,-12.787179392259175
20250921-205356,pos_filtered,HDP2,12,c_uci,-12.72873062436797
20250921-205356,pos_filtered,HDP2,13,c_uci,-13.615915497687308
20250921-205356,pos_filtered,HDP2,14,c_uci,-13.232644665678485
20250921-205356,pos_filtered,HDP2,15,c_uci,-13.102631274720357
20250921-205356,pos_filtered,HDP2,16,c_uci,-12.92336999068408
20250921-205356,pos_filtered,HDP2,17,c_uci,-13.060526001368565
20250921-205356,pos_filtered,HDP2,18,c_uci,-12.302645854820451
20250921-205356,pos_filtered,HDP2,19,c_uci,-12.852661628532596
20250921-205356,pos_filtered,HDP2,20,c_uci,-12.949217293162526
20250921-205356,pos_filtered,HDP2,21,c_uci,-12.906462877527764
20250921-205356,pos_filtered,HDP2,22,c_uci,-13.414552286421316
20250921-205356,pos_filtered,HDP2,23,c_uci,-13.010922681842231
20250921-205356,pos_filtered,HDP2,24,c_uci,-13.116750756748694
20250921-205356,pos_filtered,HDP2,25,c_uci,-12.938333560926335
20250921-205356,pos_filtered,HDP2,26,c_uci,-12.700022847716044
20250921-205356,pos_filtered,HDP2,27,c_uci,-12.862462976671251
20250921-205356,pos_filtered,HDP2,28,c_uci,-12.77314262831015
20250921-205356,pos_filtered,HDP2,29,c_uci,-12.646128850739675
20250921-205356,pos_filtered,HDP2,30,c_uci,-13.084696878223067
20250921-205356,pos_filtered,HDP2,31,c_uci,-11.627163623753106
20250921-205356,pos_filtered,HDP2,32,c_uci,-12.666179804502375
20250921-205356,pos_filtered,HDP2,33,c_uci,-12.678947655453424
20250921-205356,pos_filtered,HDP2,34,c_uci,-13.155390760368434
20250921-205356,pos_filtered,HDP2,35,c_uci,-13.113575937882194
20250921-205356,pos_filtered,HDP2,36,c_uci,-13.215360354682293
20250921-205356,pos_filtered,HDP2,37,c_uci,-13.311284756453391
20250921-205356,pos_filtered,HDP2,38,c_uci,-13.132314044693244
20250921-205356,pos_filtered,HDP2,39,c_uci,-13.003024039473917
20250921-205356,pos_filtered,HDP2,40,c_uci,-12.940003382185305
20250921-205356,pos_filtered,HDP2,41,c_uci,-13.099930685727816
20250921-205356,pos_filtered,HDP2,42,c_uci,-13.798030708159606
20250921-205356,pos_filtered,HDP2,43,c_uci,-13.131404847665578
20250921-205356,pos_filtered,HDP2,44,c_uci,-13.03400577905194
20250921-205356,pos_filtered,HDP2,45,c_uci,-12.722752032615706
20250921-205356,pos_filtered,HDP2,46,c_uci,-13.414683263980566
20250921-205356,pos_filtered,HDP2,47,c_uci,-12.369689439282128
20250921-205356,pos_filtered,HDP2,48,c_uci,-12.980994621306522
20250921-205356,pos_filtered,HDP2,49,c_uci,-13.58032324360497
20250921-205356,pos_filtered,HDP2,50,c_uci,-13.002409833590441
20250921-205356,pos_filtered,HDP2,51,c_uci,-12.577510014760021
20250921-205356,pos_filtered,HDP2,52,c_uci,-13.123960005115716
20250921-205356,pos_filtered,HDP2,53,c_uci,-12.579694333368113
20250921-205356,pos_filtered,HDP2,54,c_uci,-13.488742445775674
20250921-205356,pos_filtered,HDP2,55,c_uci,-12.982667314983804
20250921-205356,pos_filtered,HDP2,56,c_uci,-13.281876402884729
20250921-205356,pos_filtered,HDP2,57,c_uci,-12.877825917034606
20250921-205356,pos_filtered,HDP2,58,c_uci,-13.158479625744286
20250921-205356,pos_filtered,HDP2,59,c_uci,-13.165477367497088
20250921-205356,pos_filtered,HDP2,60,c_uci,-13.318471212649927
20250921-205356,pos_filtered,HDP2,61,c_uci,-12.985909996449793
20250921-205356,pos_filtered,HDP2,62,c_uci,-12.71188761664815
20250921-205356,pos_filtered,HDP2,63,c_uci,-13.185048506207337
20250921-205356,pos_filtered,HDP2,64,c_uci,-13.138631988187234
20250921-205356,pos_filtered,HDP2,65,c_uci,-12.885524259068902
20250921-205356,pos_filtered,HDP2,66,c_uci,-13.00553354939417
20250921-205356,pos_filtered,HDP2,67,c_uci,-13.040032629021267
20250921-205356,pos_filtered,HDP2,68,c_uci,-12.498300540390241
20250921-205356,pos_filtered,HDP2,69,c_uci,-12.53875211114538
20250921-205356,pos_filtered,HDP2,70,c_uci,-12.21969722898939
20250921-205356,pos_filtered,HDP2,71,c_uci,-12.773604584044714
20250921-205356,pos_filtered,HDP2,72,c_uci,-12.552148236234643
20250921-205356,pos_filtered,HDP2,73,c_uci,-12.69143333978257
20250921-205356,pos_filtered,HDP2,74,c_uci,-12.674633209069286
20250921-205356,pos_filtered,HDP2,75,c_uci,-12.688238578638813
20250921-205356,pos_filtered,HDP2,76,c_uci,-11.938753877552463
20250921-205356,pos_filtered,HDP2,77,c_uci,-12.912498038340212
20250921-205356,pos_filtered,HDP2,78,c_uci,-12.966090161940153
20250921-205356,pos_filtered,HDP2,79,c_uci,-12.978003424054373
20250921-205356,pos_filtered,HDP2,80,c_uci,-13.016954969189268
20250921-205356,pos_filtered,HDP2,81,c_uci,-13.121798049310161
20250921-205356,pos_filtered,HDP2,82,c_uci,-13.200057483771625
20250921-205356,pos_filtered,HDP2,83,c_uci,-13.038543315887244
20250921-205356,pos_filtered,HDP2,84,c_uci,-12.733671986931258
20250921-205356,pos_filtered,HDP2,85,c_uci,-13.405765091802577
20250921-205356,pos_filtered,HDP2,86,c_uci,-12.979448136032438
20250921-205356,pos_filtered,HDP2,87,c_uci,-13.189365763960412
20250921-205356,pos_filtered,HDP2,88,c_uci,-12.833535968791079
20250921-205356,pos_filtered,HDP2,89,c_uci,-12.817916533103645
20250921-205356,pos_filtered,HDP2,90,c_uci,-13.4228393462158
20250921-205356,pos_filtered,HDP2,91,c_uci,-13.075000993324899
20250921-205356,pos_filtered,HDP2,92,c_uci,-12.926815311180642
20250921-205356,pos_filtered,HDP2,93,c_uci,-13.300639878429669
20250921-205356,pos_filtered,HDP2,94,c_uci,-12.769185439793905
20250921-205356,pos_filtered,HDP2,95,c_uci,-13.104889428911221
20250921-205356,pos_filtered,HDP2,96,c_uci,-13.01693771964489
20250921-205356,pos_filtered,HDP2,97,c_uci,-12.44810825485697
20250921-205356,pos_filtered,HDP2,98,c_uci,-13.535581901851142
20250921-205356,pos_filtered,HDP2,99,c_uci,-12.019177293855206
20250921-205356,lemmatized,LDA,0,c_v,0.5984609911936755
20250921-205356,lemmatized,LDA,1,c_v,0.6001472786781161
20250921-205356,lemmatized,LDA,2,c_v,0.4509315844240268
20250921-205356,lemmatized,LDA,3,c_v,0.6565234007865899
20250921-205356,lemmatized,LDA,4,c_v,0.46111662544596654
